id,title,description,preconditions,postconditions,tags,priority,severity,type,behavior,automation,status,is_flaky,layer,steps_type,steps_actions,steps_result,steps_data,milestone_id,milestone,suite_id,suite_parent_id,suite,suite_without_cases,parameters,is_muted
35,Adding participants offers everyone who is not already in the room,"Adding someone to a conference makes them a member of the conference and puts them in no room, so everyone outside the room is offerable - which is the point.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Setting: VideoConf_Enable_Persistent_Chat = Off. A private group qa-private with user1 and user2 as its only members. user3 is not a member. user1 has started a conference in qa-private and is in the call.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,flag-on,participants,automation-candidate",high,major,functional,positive,to-be-automated,actual,no,e2e,classic,"1. Open the People panel and click ""Add people"".
2. Type ""user2"" in the picker.
3. Type ""user3"" in the picker.
4. Click Add.
","1. An ""Add people"" modal opens with a user picker, a ""Ring people"" checkbox (checked) and an Add button that is disabled while nothing is selected.
2. user2 is NOT offered as an option - they are already in the room and could already join.
3. user3 is offered, and selecting them enables the Add button.
4. A success toast ""Users added"" appears, the modal closes, and user3 appears in the People panel under ""Not in the call"" reading ""Ringing"".
","1. 
2. 
3. 
4. 
",,,7,1,Flag ON - participants and chat access,,,no
36,"An add always rings, unless the adder says not to","Adding is capped at ten per action - the same number the server rings by - which is what guarantees an add rings, and the ring is a request the adder makes.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Setting: VideoConf_Enable_Persistent_Chat = Off. A private group qa-private with user1 only. user2 and user3 are not members and are both looking at the app. user1 has started a conference in qa-private and is in the call.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,flag-on,participants,ringing,automation-candidate",high,major,functional,positive,to-be-automated,actual,no,e2e,classic,"1. Add user2 from the People panel with ""Ring people"" checked.
2. Click the desktop notification.
3. Add user3 with ""Ring people"" unchecked.
4. Select user2 again in the Add people modal and click Add.
","1. user2 hears a ring tone, gets a red navbar video button whose dropdown opens itself, and also gets a desktop notification about the call. The notification names the call but not the room.
2. The browser focuses the app window (where the ring is). It does not try to navigate to the room behind the call, which user2 cannot open.
3. user3 hears nothing, gets no notification and gets no red navbar button - but the conference is listed in their navbar video dropdown as a running call.
4. An informational toast reads ""Selected users are already in the call"" - nothing was re-rung and user2's existing membership was not overwritten.
","1. 
2. 
3. 
4. 
",,,7,1,Flag ON - participants and chat access,,,no
37,Adding someone changes no room,Membership authorises joining the call and nothing else: the conference's rooms are untouched and no discussion is created.,"Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Setting: VideoConf_Enable_Persistent_Chat = Off. A private group qa-private with user1 only; user3 is not a member. user1 has started a conference in qa-private and is in the call.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,flag-on,participants,membership,automation-candidate",high,critical,functional,positive,to-be-automated,actual,no,e2e,classic,"1. Add user3 to the conference from the People panel.
2. As user1, open qa-private in the main app and check its members list (kebab > Members).
3. Check user3's own sidebar.
4. As user3, join the call from the navbar video dropdown.
","1. A success toast appears and user3 becomes a member of the conference.
2. user3 is not a member of the room.
3. No new room, and no discussion, has appeared for them.
4. user3 joins the call successfully - membership alone was enough.
","1. 
2. 
3. 
4. 
",,,7,1,Flag ON - participants and chat access,,,no
38,The chat-access notice appears once an outside member is actually in the call,"A banner about someone who has not turned up asks everyone else to fix a situation that has not happened, so the notice counts only members who have joined - and hides itself from the members it is about.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Setting: VideoConf_Enable_Persistent_Chat = Off. A private group qa-private with user1 and user2. user3 is not a member. user1 has started a conference in qa-private; user1 and user2 are both in the call.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,flag-on,chat-access,automation-candidate",high,critical,functional,positive,to-be-automated,actual,no,e2e,classic,"1. Add user3 to the conference and have them ignore the ring.
2. Have user3 join the call.
3. Look at user3's own call window.
4. As user3, open the chat panel.
5. As user1, dismiss the banner with its cross and open the chat panel.
","1. No banner appears above the call for user1 or user2 - user3 is only invited so far.
2. A banner appears above the call and above both panels for user1 and user2, reading that 1 participant cannot see the chat, with a Review button and a dismiss cross.
3. user3 sees no banner: it offers to share the chat with them, so it is not theirs to act on.
4. Instead of an error or a missing-page message, the panel shows a balloon-off state reading ""Chat not shared with you"" with an explanation.
5. The banner is gone, and the chat panel header carries a red balloon-exclamation button whose tooltip says 1 participant cannot see the chat.
","1. 
2. 
3. 
4. 
5. 
",,,7,1,Flag ON - participants and chat access,,,no
39,"Add to room gives the outside members access, history and all","The invite remedy exposes the room's whole history, so it is offered as a choice with its consequence spelled out and it leads only where the history is already open.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Setting: VideoConf_Enable_Persistent_Chat = Off. A public channel #qa-calls with user1 and user2 and some earlier message history. user3 is not a member. user1 has started a conference in #qa-calls, is in the call, and has added user3, who has joined.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,flag-on,chat-access,automation-candidate",high,critical,functional,positive,to-be-automated,actual,no,e2e,classic,"1. As user1, click Review on the chat-access banner.
2. Look at which button is emphasised in the footer.
3. Click ""Add to room"".
4. As user3, open the chat panel in the call window.
5. Check #qa-calls members in the main app.
","1. A ""Chat access"" modal opens listing user3 by avatar and name, with an ""Add to room"" section and a ""Create discussion"" section, each naming #qa-calls in bold.
2. For a public channel, ""Add to room"" is the primary (emphasised) action and sits last in the footer.
3. The modal closes. The banner disappears for user1 and user2 without a reload.
4. The panel now shows #qa-calls itself, including the messages posted before user3 was added, with a working composer.
5. user3 is now a member of the channel.
","1. 
2. 
3. 
4. 
5. 
",,,7,1,Flag ON - participants and chat access,,,no
40,Create discussion moves the chat instead of opening the room,"Exposing a private room's history is the bigger step, so a private room or DM leads with the discussion - and a DM, which cannot take new members, offers only that.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Setting: VideoConf_Enable_Persistent_Chat = Off. A direct message between user1 and user2 with some message history. Discussion_enabled is On. user1 has started a direct call to user2, both are in the call, and user3 - who has no access to the DM - has been added and has joined.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,flag-on,chat-access,discussion,automation-candidate",high,critical,functional,positive,to-be-automated,actual,no,e2e,classic,"1. As user1, click Review on the chat-access banner.
2. Click ""Create discussion"".
3. Open the chat panel in user1's call window.
4. As user3, open the chat panel.
5. In the main app, look at the conference message block in the DM.
","1. The ""Chat access"" modal lists user3 and shows only a ""Create discussion"" section - there is no ""Add to room"" section or button, because a DM cannot take new members.
2. The modal closes and the banner disappears for user1 and user2.
3. The panel header now names a discussion room rather than the DM, and the DM's earlier history is not in it.
4. user3 now sees the discussion and can post in it.
5. It now offers a ""Join discussion"" action pointing at the new room.
","1. 
2. 
3. 
4. 
5. 
",,,7,1,Flag ON - participants and chat access,,,no
41,The navbar button appears only when there is a call to offer,"The list exists because a ring is one-shot and capped. The button that carries it counts what is being offered, and is absent when nothing is.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Setting: VideoConf_Enable_Persistent_Chat = Off. A public channel #qa-calls with user1 and user2. No conference is running.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,flag-on,ongoing-calls,automation-candidate",high,major,functional,positive,to-be-automated,actual,no,e2e,classic,"1. As user1, look at the navbar controls with no call running anywhere.
2. Have user2 start a conference in #qa-calls and stay in it.
3. Open the dropdown.
4. Have user2 close their call window, and wait for the call to end (about 10 seconds) plus one poll interval.
","1. There is no video button in the navbar.
2. Within 20 seconds a video button appears in user1's navbar carrying a badge reading 1.
3. One row: a camera icon, the call's name, when it started in the timestamp corner, and a line reading how many people have joined.
4. The row disappears and the navbar button goes with it.
","1. 
2. 
3. 
4. 
",,,8,1,Flag ON - the ongoing-calls list,,,no
42,A ringing call turns the button red and opens the dropdown itself,"A ringing call the user has to go looking for is a missed call, so the button announces itself.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Setting: VideoConf_Enable_Persistent_Chat = Off. A direct message between user1 and user2 exists.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,flag-on,ongoing-calls,ringing,automation-candidate",high,major,functional,positive,to-be-automated,actual,no,e2e,classic,"1. As user2, close the navbar dropdown if it is open, then have user1 place a direct call to user2 and enter it.
2. Close the dropdown and wait for the ring to lapse (15 seconds).
3. Have user1 ring user2 again from the People panel.
","1. user2's navbar video button turns red and its dropdown opens by itself, with the ringing row at the top.
2. The button stops being red. It stays in the navbar because the call is still running, and the badge still counts it.
3. The button turns red again and the dropdown opens itself again.
","1. 
2. 
3. 
",,,8,1,Flag ON - the ongoing-calls list,,,no
43,Declined calls sit behind a toggle and are not counted at the reader,"Someone who already turned a call down should not be counted at again, but the call stays reachable.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Setting: VideoConf_Enable_Persistent_Chat = Off. A public channel #qa-calls with user1, user2 and user3, plus a second channel #qa-other with the same members. user1 has a conference running in each and is in both at different times so both stay occupied.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,flag-on,ongoing-calls,decline,automation-candidate",medium,normal,functional,positive,to-be-automated,actual,no,e2e,classic,"1. As user2, decline the #qa-calls conference from its row and keep the #qa-other one.
2. Open the dropdown.
3. Click the declined row.
","1. The badge on the navbar button counts only the call still being offered (1), not the declined one.
2. The running #qa-other call is listed above a divider; the declined #qa-calls call is listed below it with ""(Declined)"" where its actions were.
3. The call window opens on the join preflight for that conference - a declined call keeps its place as the way back in.
","1. 
2. 
3. 
",,,8,1,Flag ON - the ongoing-calls list,,,no
44,A call the reader has joined stays listed and stops asking,"Leaving a call is easy to do by accident, so a joined call keeps its row - but the way out of a call you are in is to leave it, so the row offers no decline.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Setting: VideoConf_Enable_Persistent_Chat = Off. A public channel #qa-calls with user1 and user2. user2 has a conference running in it.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,flag-on,ongoing-calls,automation-candidate",high,major,functional,positive,to-be-automated,actual,no,e2e,classic,"1. As user1, join the conference from the navbar dropdown and confirm ""Join call"".
2. Back in the main window, open the navbar dropdown.
3. Click the row.
","1. The call window shows the call, with the timer running and a members badge reading 2.
2. The call is still listed. Its row shows no decline cross and no silence button - only the row itself, which reopens the call window.
3. The existing call window is focused rather than reloaded; user1 is not asked to leave anything.
","1. 
2. 
3. 
",,,8,1,Flag ON - the ongoing-calls list,,,no
45,The list offers only live calls in rooms the reader belongs to,"Calls nobody is in are left out, and room membership - not room access - is what puts a call in the list: a call in a public channel the reader never joined has no business there.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Setting: VideoConf_Enable_Persistent_Chat = Off. A public channel #qa-open that user2 is a member of and user1 is NOT (but can read, being public). A public channel #qa-calls with both.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,flag-on,ongoing-calls,access,automation-candidate",medium,normal,functional,negative,to-be-automated,actual,no,api,classic,"1. As user2, start a conference in #qa-open and stay in it. As user1, wait one poll interval (20s) and open the navbar.
2. As user1, open #qa-open and click ""Join call"" on its conference message block, then leave the call again by closing the window.
3. Have user2 start a conference in #qa-calls but leave the call immediately without anyone else joining, then wait for it to end.
","1. user1 gets no video button for that call: they are neither a member of the conference nor a member of its room.
2. user1 could still join through the room - the endpoints authorise on the broader rule - and after joining the call appears in their navbar dropdown, because membership of the conference now puts it there.
3. The call is not listed for user1 at any point after it empties - a call nobody is in is not offered.
","1. 
2. 
3. 
",,,8,1,Flag ON - the ongoing-calls list,,,no
46,"Joining a second call leaves the first, and says so first","The call window is shared, so joining a second call already replaces the first one's page - but replacing a page is not leaving a call. Without an explicit leave the abandoned call keeps counting its participant.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Setting: VideoConf_Enable_Persistent_Chat = Off. Two public channels #qa-calls and #qa-other, both with user1 and user2. user2 has a conference running in each. user1 has joined the #qa-calls one.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,flag-on,ongoing-calls,leaving,automation-candidate",high,critical,functional,positive,to-be-automated,actual,no,e2e,classic,"1. As user1, open the navbar dropdown and click the #qa-other row.
2. Click Cancel.
3. Click the #qa-other row again and this time click Join.
4. As user2, look at the #qa-calls call's People panel.
","1. A warning modal appears titled ""Leave the call you are in"", naming the #qa-calls call in bold, with Cancel and Join.
2. The modal closes, nothing is joined and nothing is left: user1 is still in the #qa-calls call.
3. The shared call window is navigated to the #qa-other conference and user1 joins it.
4. user1 is listed under ""Not in the call"" reading ""Left"" - the leave was reported explicitly rather than left to the page being replaced.
","1. 
2. 
3. 
4. 
",,,8,1,Flag ON - the ongoing-calls list,,,no
47,Closing the call window is how a call is left,"A conference has no natural end when the provider does not report one, so closing the window is the signal - reported on pagehide by the window itself.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Setting: VideoConf_Enable_Persistent_Chat = Off. A public channel #qa-calls with user1 and user2, both in a conference started by user1.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,flag-on,leaving,automation-candidate",high,critical,smoke,positive,to-be-automated,actual,no,e2e,classic,"1. As user2, close the call window with the browser's own close control.
2. As user1, look at the People panel in the call window.
3. As user1, check the call is still running.
4. As user2, rejoin from the navbar dropdown.
","1. The window closes and the main app is in the foreground.
2. Within a second or two user2 moves from ""In call"" to ""Not in the call"" reading ""Left"", and the members badge drops to 1.
3. The timer is still counting, the provider's call is still up, and the call is still listed in the navbar dropdown for anyone who can reach it - one member leaving is not the call ending.
4. user2 is back in the ""In call"" section; their ""Left"" mark is cleared.
","1. 
2. 
3. 
4. 
",,,9,1,Flag ON - leaving and ending a call,,,no
48,The call ends about ten seconds after the last person leaves,"Ending is a consequence of the call being empty, and the grace period is what makes a reload survivable.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Setting: VideoConf_Enable_Persistent_Chat = Off. A public channel #qa-calls with user1, user2 and user3. user1 has started a conference in it and is in the call, in its call window.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,flag-on,leaving,lifecycle,automation-candidate",high,critical,functional,positive,to-be-automated,actual,no,e2e,classic,"1. As the only participant, close the call window and immediately start a stopwatch.
2. Watch the conference message block in #qa-calls in the main app.
3. Open the navbar video dropdown.
4. Check the room's call history (kebab > Video conferences).
","1. The call window closes and the main app comes to the foreground.
2. For about ten seconds it still offers ""Join call"". After the grace period it stops offering to join and reads as an ended call.
3. The call is no longer listed (and the button is gone if nothing else is running).
4. The call is listed as ended, with a duration consistent with how long the window was open.
","1. 
2. 
3. 
4. 
",,,9,1,Flag ON - leaving and ending a call,,,no
49,Reloading the call window does not end the call,"A reload fires the same pagehide as a close, so the call empties for a moment while its only participant is on their way back in. The ten-second grace period is what covers that.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Setting: VideoConf_Enable_Persistent_Chat = Off. A public channel #qa-calls with user1, user2 and user3. user1 has started a conference in it and is in the call, in its call window.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,flag-on,leaving,lifecycle,automation-candidate",high,critical,functional,positive,to-be-automated,actual,no,e2e,classic,"1. As the only participant in the call, reload the call window (F5).
2. Wait 30 seconds, then check the conference message block in #qa-calls.
3. Check the navbar video dropdown from a second user's session.
","1. The window comes back on /conference/<callId> and lands straight in the call - it does not ask the preflight questions again.
2. It still offers ""Join call"": the call was never ended.
3. The call is still listed as running, with the reloading user counted among the people in it.
","1. 
2. 
3. 
",,,9,1,Flag ON - leaving and ending a call,,,no
50,A call window closed while it is still loading still reports the leave,"The user counts as being in the call from the moment the join is posted, which for a call reached from the list is before the window has even loaded. So the window that opened the call watches it.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Setting: VideoConf_Enable_Persistent_Chat = Off. A public channel #qa-calls with user1 and user2. user2 has a conference running in it and is in the call. Throttle user1's network (devtools > Network > Slow 3G) so the call window takes several seconds to load.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,flag-on,leaving,multi-window,manual-only",medium,major,functional,positive,is-not-automated,actual,no,unknown,classic,"1. As user1, join the conference from the navbar dropdown and confirm ""Join call"", then close the call window as soon as it appears, while it is still loading.
2. As user2, watch the People panel for up to a few seconds.
3. Repeat with the main app window closed instead of the call window.
","1. The call window closes before the conference page has finished rendering.
2. user1 is recorded as having left (""Left"" under ""Not in the call""), even though their window never finished loading and could not report anything itself.
3. The call window keeps running and the call is not left - closing the main app is not the call window closing, and the call is meant to outlive it.
","1. 
2. 
3. 
",,,9,1,Flag ON - leaving and ending a call,,,no
51,Cancel on a join preflight reports leaving before closing,"Cancel leaves no trace on the start screen, because nothing was created - but on a call that already exists it has to report leaving first.","Workspace on an Enterprise licence that includes the videoconference-enterprise module. A video conference provider app is installed, enabled and selected as the active provider - the bundled Jitsi app v2.1.1 unless the case says otherwise - and Admin > Settings > Video Conference reports no provider problem. VideoConf_Enable_DMs, VideoConf_Enable_Channels, VideoConf_Enable_Groups and VideoConf_Enable_Teams are all On. Users user1, user2 and user3 exist with the default user role, which carries the videoconf-ring-users permission. Browser popups are allowed for the workspace origin. Unless stated otherwise you are signed in as user1 in one browser profile and as user2 in a second one, both looking at the app. Setting: Admin > Settings > Video Conference > VideoConf_Conference_Window_Enabled = On. Setting: VideoConf_Enable_Persistent_Chat = Off. A public channel #qa-calls with user1 and user2. user2 has a conference running in it and is in the call.",Set VideoConf_Conference_Window_Enabled back to Off. Close every call window still open and let any call left running end (10s after the last participant leaves).,"videoconf,conference-window,flag-on,leaving,preflight,automation-candidate",medium,normal,functional,positive,to-be-automated,actual,no,e2e,classic,"1. As user1, click the conference row in the navbar dropdown to open the join preflight.
2. Click Cancel.
3. As user2, look at the People panel.
","1. The call window shows ""Join the conference"" with Join call and Cancel.
2. The window closes without user1 ever entering the call.
3. The members badge still reads 1 and user1 is not shown as being in the call - and the call is certainly not ended.
","1. 
2. 
3. 
",,,9,1,Flag ON - leaving and ending a call,,,no
